lEntity,Rela,rEntity,type,le,re,rela,cls
calcified granuloma,differential diagnosbe,includes sarcoidosis,Calcinosis_lung,382,520,11,2
calcified granuloma,differential diagnosbe,includes fungal infection,Calcinosis_lung,382,399,11,2
pulmonary arteries,appearance,normal,Calcinosis_lung,487,134,5,2
pulmonary arteries,appearance,enlarged,Calcinosis_lung,487,140,5,2
bronchi,appearance,normal,Calcinosis_lung,749,134,5,2
bronchi,appearance,thickened walls,Calcinosis_lung,749,214,5,2
lung volumes,status,normal,Calcinosis_lung,502,134,7,2
lung volumes,status,decreased,Calcinosis_lung,502,624,7,2
lung volumes,status,increased,Calcinosis_lung,502,347,7,2
pleural plaques,status,present,Calcinosis_lung,578,226,7,2
pleural plaques,appearance,bilateral,Calcinosis_lung,578,594,5,2
pleural plaques,associate,asbestos exposure,Calcinosis_lung,578,546,8,2
air bronchograms,status,present,Calcinosis_lung,180,226,7,2
air bronchograms,appearance,right lower lobe,Calcinosis_lung,180,56,5,2
air bronchograms,associate,pneumonia,Calcinosis_lung,180,48,8,2
cardiomediastinal silhouette,appearance,normal,Calcinosis_lung,692,134,5,2
cardiomediastinal silhouette,appearance,enlarged,Calcinosis_lung,692,140,5,2
calcified granuloma,associate,none,Calcinosis_lung,382,249,8,2
calcified granuloma,associate,surrounding inflammation,Calcinosis_lung,382,540,8,2
lungs,status,clear,Calcinosis_lung,448,658,7,2
lungs,status,expanded,Calcinosis_lung,448,780,7,2
infiltrates,presence,no,Calcinosis_lung,720,587,12,2
atelectasis,appearance,lingula,Calcinosis_lung,54,100,5,2
heart size,status,normal,Calcinosis_lung,55,134,7,2
calcified granuloma,appearance,right hilar,Calcinosis_lung,382,333,5,2
lungs,status,hyperinflated,Calcinosis_lung,448,40,7,2
pulmonary vasculature,status,normal,Calcinosis_lung,80,134,7,2
pleural effusion,presence,no,Calcinosis_lung,354,587,12,2
pneumothorax,presence,no,Calcinosis_lung,160,587,12,2
calcified granuloma,appearance,left midlung,Calcinosis_lung,382,591,5,2
calcified lymph nodes,appearance,left hilar,Calcinosis_lung,29,714,5,2
calcified lymph nodes,appearance,mediastinal,Calcinosis_lung,29,63,5,2
aorta,status,tortuous,Calcinosis_lung,336,432,7,2
aorta,status,calcified,Calcinosis_lung,336,494,7,2
spine,condition,degenerative changes,Calcinosis_lung,338,66,6,2
ribs,condition,no acute fractures,Calcinosis_lung,251,486,6,2
calcified granuloma,appearance,left upper lobe,Calcinosis_lung,382,254,5,2
calcified granuloma,appearance,left lower lobe,Calcinosis_lung,382,425,5,2
calcified granuloma,size,small,Calcinosis_lung,382,724,2,2
calcified granuloma,size,large,Calcinosis_lung,382,447,2,2
calcified granuloma,number,multiple,Calcinosis_lung,382,292,13,2
calcified granuloma,number,single,Calcinosis_lung,382,223,13,2
calcified granuloma,stability,stable,Calcinosis_lung,382,461,14,2
calcified granuloma,stability,unchanged,Calcinosis_lung,382,286,14,2
calcified lymph nodes,size,small,Calcinosis_lung,29,724,2,2
calcified lymph nodes,size,large,Calcinosis_lung,29,447,2,2
calcified lymph nodes,number,multiple,Calcinosis_lung,29,292,13,2
calcified lymph nodes,number,single,Calcinosis_lung,29,223,13,2
calcified lymph nodes,stability,stable,Calcinosis_lung,29,461,14,2
calcified lymph nodes,stability,unchanged,Calcinosis_lung,29,286,14,2
heart,size,enlarged,Calcinosis_lung,351,140,2,2
heart,size,normal,Calcinosis_lung,351,134,2,2
lungs,condition,emphysema,Calcinosis_lung,448,371,6,2
lungs,condition,COPD,Calcinosis_lung,448,706,6,2
retrosternal space,status,increased,Calcinosis_lung,358,347,7,2
pulmonary edema,presence,no,Calcinosis_lung,337,587,12,2
pulmonary edema,presence,yes,Calcinosis_lung,337,577,12,2
consolidation,presence,no,Calcinosis_lung,804,587,12,2
consolidation,presence,yes,Calcinosis_lung,804,577,12,2
atelectasis,appearance,bibasilar,Calcinosis_lung,54,361,5,2
pleural thickening,appearance,left lateral,Calcinosis_lung,295,576,5,2
pleural thickening,appearance,right lateral,Calcinosis_lung,295,531,5,2
sternotomy wires,presence,yes,Calcinosis_lung,684,577,12,2
aortic valve,status,prosthetic,Calcinosis_lung,252,750,7,2
CABG,represent,clips,Calcinosis_lung,726,604,15,2
CABG,represent,markers,Calcinosis_lung,726,660,15,2
coronary artery,represent,stents,Calcinosis_lung,458,207,15,2
lung volumes,status,low,Calcinosis_lung,502,253,7,2
scoliosis,appearance,thoracolumbar,Calcinosis_lung,213,304,5,2
osteophytes,appearance,thoracic spine,Calcinosis_lung,303,164,5,2
fracture,appearance,right humeral,Calcinosis_lung,341,585,5,2
fracture,status,fixation,Calcinosis_lung,341,217,7,2
bone density,status,osteopenia,Calcinosis_lung,588,773,7,2
clavicle,condition,old fracture,Calcinosis_lung,360,248,6,2
pulmonary arteries,status,prominent,Calcinosis_lung,487,637,7,2
costophrenic angles,status,blunted,Calcinosis_lung,476,713,7,2
airspace disease,appearance,right basilar,Calcinosis_lung,352,121,5,2
pleural plaques,presence,yes,Calcinosis_lung,578,577,12,2
pleural plaques,associate,asbestos exposure,Calcinosis_lung,578,546,8,2
calcified granuloma,differential diagnosbe,tuberculosis,Calcinosis_lung,382,401,11,2
calcified granuloma,differential diagnosbe,histoplasmosis,Calcinosis_lung,382,482,11,2
calcified granuloma,clinical significance,benign,Calcinosis_lung,382,442,10,2
calcified granuloma,clinical significance,requires monitoring,Calcinosis_lung,382,745,10,2
hiatus hernia,size,moderate,Calcinosis_lung,227,612,2,2
nodule,appearance,left lower lobe,Calcinosis_lung,276,425,5,2
nodule,size,22 x 14 mm,Calcinosis_lung,276,736,2,2
nodule,appearance,calcified,Calcinosis_lung,276,494,5,2
interstitial markings,status,increased,Calcinosis_lung,526,347,7,2
aorta,condition,aneurysm,Calcinosis_lung,336,438,6,2
aorta,appearance,descending thoracic,Calcinosis_lung,336,740,5,2
lymph nodes,calcification,right paratracheal,Calcinosis_lung,512,717,16,2
lymph nodes,calcification,right hilar,Calcinosis_lung,512,333,16,2
lymph nodes,calcification,left hilar,Calcinosis_lung,512,714,16,2
lymph nodes,calcification,subcarinal,Calcinosis_lung,512,109,16,2
lymph nodes,calcification,mediastinal,Calcinosis_lung,512,63,16,2
granuloma,appearance,right upper lobe,Calcinosis_lung,507,413,5,2
granuloma,appearance,right lower lobe,Calcinosis_lung,507,56,5,2
granuloma,appearance,left upper lobe,Calcinosis_lung,507,254,5,2
granuloma,appearance,left lower lobe,Calcinosis_lung,507,425,5,2
granuloma,size,small,Calcinosis_lung,507,724,2,2
granuloma,size,large,Calcinosis_lung,507,447,2,2
granuloma,number,multiple,Calcinosis_lung,507,292,13,2
granuloma,number,single,Calcinosis_lung,507,223,13,2
granuloma,stability,stable,Calcinosis_lung,507,461,14,2
granuloma,stability,unchanged,Calcinosis_lung,507,286,14,2
pleural effusion,size,small,Calcinosis_lung,354,724,2,2
pleural effusion,size,moderate,Calcinosis_lung,354,612,2,2
azygos fissure,presence,yes,Calcinosis_lung,635,577,12,2
azygos fissure,clinical significance,normal variant,Calcinosis_lung,635,123,10,2
cardiac defibrillator,appearance,right ventricle,Calcinosis_lung,259,737,5,2
splenic granulomas,presence,multiple,Calcinosis_lung,98,292,12,2
splenic granulomas,appearance,calcified,Calcinosis_lung,98,494,5,2
vertebral body,condition,compression fracture,Calcinosis_lung,628,729,6,2
vertebral body,appearance,thoracic,Calcinosis_lung,628,197,5,2
pacemaker,presence,yes,Calcinosis_lung,680,577,12,2
pacemaker,appearance,right chest wall,Calcinosis_lung,680,543,5,2
bronchial wall thickening,presence,yes,Calcinosis_lung,416,577,12,2
bronchial wall thickening,associate,chronic bronchitis,Calcinosis_lung,416,743,8,2
pulmonary hypertension,represent,enlarged pulmonary arteries,Calcinosis_lung,172,289,15,2
pulmonary hypertension,represent,right ventricular enlargement,Calcinosis_lung,172,651,15,2
calcified granuloma,differential diagnosbe,old empyema,Calcinosis_lung,382,466,11,2
calcified granuloma,differential diagnosbe,old hematoma,Calcinosis_lung,382,449,11,2
calcified granuloma,differential diagnosbe,prior tuberculosis,Calcinosis_lung,382,529,11,2
calcified granuloma,appearance,left paraesophageal,Calcinosis_lung,382,671,5,2
calcified granuloma,appearance,intrapulmonary,Calcinosis_lung,382,727,5,2
thoracic aorta,condition,ectasia,Calcinosis_lung,256,334,6,2
thoracic aorta,condition,tortuosity,Calcinosis_lung,256,282,6,2
mitral valve,condition,annular calcification,Calcinosis_lung,676,199,6,2
epicardial fat pads,status,prominent,Calcinosis_lung,321,637,7,2
thoracic spine,condition,DISH,Calcinosis_lung,164,545,6,2
hemidiaphragm,condition,tenting,Calcinosis_lung,241,105,6,2
hemidiaphragm,appearance,right lateral,Calcinosis_lung,241,531,5,2
pleural thickening,appearance,left apical,Calcinosis_lung,295,152,5,2
T12-L1 vertebrae,condition,possible old injury,Calcinosis_lung,184,331,6,2
T12-L1 vertebrae,condition,possible developmental anomaly,Calcinosis_lung,184,575,6,2
granulomatous disease,represent,calcified lymph nodes,Calcinosis_lung,470,29,15,2
granulomatous disease,represent,calcified lung nodules,Calcinosis_lung,470,715,15,2
granulomatous disease,cause,histoplasmosis,Calcinosis_lung,470,482,17,2
granulomatous disease,cause,tuberculosis,Calcinosis_lung,470,401,17,2
granulomatous disease,cause,sarcoidosis,Calcinosis_lung,470,475,17,2
pulmonary sarcoidosis,represent,indistinct pulmonary interstitium,Calcinosis_lung,537,129,15,2
pulmonary sarcoidosis,represent,parenchymal nodules,Calcinosis_lung,537,221,15,2
pulmonary edema,represent,bronchovascular crowding,Calcinosis_lung,337,225,15,2
pulmonary edema,represent,cephalization of vessels,Calcinosis_lung,337,189,15,2
asbestos exposure,represent,pleural plaques,Calcinosis_lung,546,578,15,2
chronic lung disease,represent,hyperinflation,Calcinosis_lung,705,694,15,2
chronic lung disease,represent,coarsened interstitial markings,Calcinosis_lung,705,511,15,2
chronic lung disease,type,COPD,Calcinosis_lung,705,706,18,2
chronic lung disease,type,emphysema,Calcinosis_lung,705,371,18,2
aorta,be,tortuous,Cardiomegaly,336,432,0,3
aorta,be,calcified,Cardiomegaly,336,494,0,3
aorta,be,ectatic,Cardiomegaly,336,22,0,3
aorta,be,unfolded,Cardiomegaly,336,547,0,3
aorta,have,atherosclerotic calcifications,Cardiomegaly,336,730,1,3
aorta,be,dilated,Cardiomegaly,336,524,0,3
aorta,be,prominent,Cardiomegaly,336,637,0,3
aorta,have,aneurysmal enlargement,Cardiomegaly,336,17,1,3
heart,size,normal,Cardiomegaly,351,134,2,3
heart,size,enlarged,Cardiomegaly,351,140,2,3
heart,have,cardiomegaly,Cardiomegaly,351,590,1,3
heart,size,borderline,Cardiomegaly,351,698,2,3
heart,have,left ventricular enlargement,Cardiomegaly,351,277,1,3
lungs,be,clear,Cardiomegaly,448,658,0,3
lungs,have,emphysematous changes,Cardiomegaly,448,790,1,3
lungs,have,granulomas,Cardiomegaly,448,690,1,3
lungs,be,hyperinflated,Cardiomegaly,448,40,0,3
lungs,have,interstitial markings,Cardiomegaly,448,526,1,3
lungs,have,chronic changes,Cardiomegaly,448,509,1,3
lungs,have,COPD changes,Cardiomegaly,448,814,1,3
pleural effusion,be,absent,Cardiomegaly,354,10,0,3
pleural effusion,be,present,Cardiomegaly,354,226,0,3
pneumothorax,be,absent,Cardiomegaly,160,10,0,3
pulmonary edema,be,absent,Cardiomegaly,337,10,0,3
pulmonary edema,be,present,Cardiomegaly,337,226,0,3
thoracic spine,have,degenerative changes,Cardiomegaly,164,66,1,3
thoracic spine,have,osteophytes,Cardiomegaly,164,303,1,3
thoracic spine,have,spondylosis,Cardiomegaly,164,348,1,3
ribs,have,fractures,Cardiomegaly,251,156,1,3
mediastinum,be,normal,Cardiomegaly,469,134,0,3
mediastinum,be,widened,Cardiomegaly,469,359,0,3
pulmonary vasculature,be,normal,Cardiomegaly,80,134,0,3
pulmonary vasculature,be,engorged,Cardiomegaly,80,372,0,3
diaphragm,be,elevated,Cardiomegaly,471,118,0,3
diaphragm,be,flattened,Cardiomegaly,471,232,0,3
hiatal hernia,be,present,Cardiomegaly,433,226,0,3
sternotomy wires,be,present,Cardiomegaly,684,226,0,3
pacemaker,be,present,Cardiomegaly,680,226,0,3
ICD leads,be,present,Cardiomegaly,234,226,0,3
airspace consolidation,be,absent,Cardiomegaly,2,10,0,3
airspace consolidation,be,present,Cardiomegaly,2,226,0,3
atelectasis,be,present,Cardiomegaly,54,226,0,3
interstitial markings,be,present,Cardiomegaly,526,226,0,3
nodules,be,present,Cardiomegaly,613,226,0,3
calcified lymph nodes,be,present,Cardiomegaly,29,226,0,3
scoliosis,be,present,Cardiomegaly,213,226,0,3
kyphosis,be,present,Cardiomegaly,417,226,0,3
osteopenia,be,present,Cardiomegaly,773,226,0,3
pleural thickening,be,present,Cardiomegaly,295,226,0,3
pulmonary hypertension,may be,present,Cardiomegaly,172,226,3,3
costophrenic angles,be,blunted,Cardiomegaly,476,713,0,3
lung volumes,be,low,Cardiomegaly,502,253,0,3
lung volumes,be,normal,Cardiomegaly,502,134,0,3
trachea,be,midline,Cardiomegaly,20,380,0,3
surgical clips,be,present,Cardiomegaly,793,226,0,3
vertebral bodies,have,wedge deformities,Cardiomegaly,663,194,1,3
clavicle,have,deformity,Cardiomegaly,360,16,1,3
azygos fissure,be,present,Cardiomegaly,635,226,0,3
pulmonary nodules,be,present,Cardiomegaly,235,226,0,3
pleural plaques,be,present,Cardiomegaly,578,226,0,3
bronchial wall thickening,be,present,Cardiomegaly,416,226,0,3
pulmonary fibrosis,may be,present,Cardiomegaly,188,226,3,3
lung scarring,be,present,Cardiomegaly,584,226,0,3
mediastinal lymphadenopathy,may be,present,Cardiomegaly,392,226,3,3
aortic aneurysm,may be,present,Cardiomegaly,424,226,3,3
tracheostomy tube,be,present,Cardiomegaly,611,226,0,3
mitral annular calcification,be,present,Cardiomegaly,327,226,0,3
apical scarring,be,present,Cardiomegaly,162,226,0,3
calcified granuloma,located in,lung,Cardiomegaly,382,758,4,3
calcified granuloma,located in,right upper lobe,Cardiomegaly,382,413,4,3
calcified granuloma,located in,left upper lobe,Cardiomegaly,382,254,4,3
calcified granuloma,located in,right lower lobe,Cardiomegaly,382,56,4,3
calcified granuloma,located in,left lower lobe,Cardiomegaly,382,425,4,3
calcified granuloma,located in,right midlung,Cardiomegaly,382,185,4,3
calcified granuloma,located in,left midlung,Cardiomegaly,382,591,4,3
calcified granuloma,located in,right hilar region,Cardiomegaly,382,168,4,3
calcified granuloma,located in,left hilar region,Cardiomegaly,382,314,4,3
calcified granuloma,located in,right apex,Cardiomegaly,382,167,4,3
calcified granuloma,located in,left apex,Cardiomegaly,382,779,4,3
calcified granuloma,located in,right base,Cardiomegaly,382,206,4,3
calcified granuloma,located in,left base,Cardiomegaly,382,474,4,3
calcified granuloma,located in,right middle lobe,Cardiomegaly,382,778,4,3
calcified granuloma,located in,lingula,Cardiomegaly,382,100,4,3
calcified granuloma,located in,right costophrenic angle,Cardiomegaly,382,328,4,3
calcified granuloma,located in,left costophrenic angle,Cardiomegaly,382,669,4,3
calcified granuloma,size,3 mm,Cardiomegaly,382,224,2,3
calcified granuloma,size,4 mm,Cardiomegaly,382,283,2,3
calcified granuloma,size,5 mm,Cardiomegaly,382,806,2,3
calcified granuloma,size,6 mm,Cardiomegaly,382,308,2,3
calcified granuloma,size,8 mm,Cardiomegaly,382,490,2,3
calcified granuloma,size,1.7 cm,Cardiomegaly,382,699,2,3
calcified granuloma,size,2 cm,Cardiomegaly,382,38,2,3
calcified granuloma,appearance,stable,Cardiomegaly,382,461,5,3
calcified granuloma,appearance,unchanged,Cardiomegaly,382,286,5,3
heart,size,normal,Cardiomegaly,351,134,2,3
heart,size,enlarged,Cardiomegaly,351,140,2,3
heart,size,mildly enlarged,Cardiomegaly,351,407,2,3
heart,size,upper limits of normal,Cardiomegaly,351,431,2,3
lungs,condition,clear,Cardiomegaly,448,658,6,3
lungs,condition,hyperexpanded,Cardiomegaly,448,765,6,3
lungs,condition,emphysematous,Cardiomegaly,448,284,6,3
lungs,condition,well-expanded,Cardiomegaly,448,807,6,3
lungs,condition,low volume,Cardiomegaly,448,411,6,3
pleural effusion,status,absent,Cardiomegaly,354,10,7,3
pleural effusion,status,present,Cardiomegaly,354,226,7,3
pleural effusion,appearance,left,Cardiomegaly,354,244,5,3
pleural effusion,appearance,right,Cardiomegaly,354,683,5,3
pleural effusion,appearance,bilateral,Cardiomegaly,354,594,5,3
pleural effusion,size,small,Cardiomegaly,354,724,2,3
pneumothorax,status,absent,Cardiomegaly,160,10,7,3
pneumothorax,status,present,Cardiomegaly,160,226,7,3
thoracic spine,condition,degenerative changes,Cardiomegaly,164,66,6,3
thoracic spine,condition,osteophytes,Cardiomegaly,164,303,6,3
thoracic spine,condition,scoliosis,Cardiomegaly,164,213,6,3
aorta,condition,calcified,Cardiomegaly,336,494,6,3
aorta,condition,tortuous,Cardiomegaly,336,432,6,3
aorta,condition,ectatic,Cardiomegaly,336,22,6,3
mediastinal contour,appearance,normal,Cardiomegaly,748,134,5,3
mediastinal contour,appearance,widened,Cardiomegaly,748,359,5,3
pulmonary vasculature,appearance,normal,Cardiomegaly,80,134,5,3
pulmonary vasculature,appearance,prominent,Cardiomegaly,80,637,5,3
COPD,associate,lung changes,Cardiomegaly,706,202,8,3
COPD,associate,hyperinflation,Cardiomegaly,706,694,8,3
hiatal hernia,status,present,Cardiomegaly,433,226,7,3
hiatal hernia,size,small,Cardiomegaly,433,724,2,3
rib fractures,status,present,Cardiomegaly,84,226,7,3
rib fractures,appearance,left,Cardiomegaly,84,244,5,3
rib fractures,appearance,right,Cardiomegaly,84,683,5,3
sternotomy wires,status,present,Cardiomegaly,684,226,7,3
pacemaker,status,present,Cardiomegaly,680,226,7,3
pacemaker,appearance,left chest,Cardiomegaly,680,397,5,3
ICD leads,status,present,Cardiomegaly,234,226,7,3
lung nodules,status,present,Cardiomegaly,697,226,7,3
lung nodules,size,small,Cardiomegaly,697,724,2,3
lung nodules,appearance,noncalcified,Cardiomegaly,697,640,5,3
atelectasis,appearance,bibasilar,Cardiomegaly,54,361,5,3
atelectasis,appearance,left base,Cardiomegaly,54,474,5,3
atelectasis,appearance,right base,Cardiomegaly,54,206,5,3
osteopenia,appearance,spine,Cardiomegaly,773,338,5,3
osteopenia,appearance,ribs,Cardiomegaly,773,251,5,3
scoliosis,appearance,thoracic spine,Cardiomegaly,213,164,5,3
scoliosis,severity,mild,Cardiomegaly,213,280,9,3
calcified lymph nodes,appearance,hilar,Cardiomegaly,29,219,5,3
calcified lymph nodes,appearance,mediastinal,Cardiomegaly,29,63,5,3
pulmonary fibrosis,status,present,Cardiomegaly,188,226,7,3
